Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
620,Portugal,2015,Tourist/visitor arrivals (thousands),TCE,,11723,"Include hotels, apartment hotels, “pousadas”, tourist apartments, tourist villages, camping sites, recreation centres, tourism in rural areas and local accommodation.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
620,Portugal,2016,Tourist/visitor arrivals (thousands),TCE,,13359,"Include hotels, apartment hotels, “pousadas”, tourist apartments, tourist villages, camping sites, recreation centres, tourism in rural areas and local accommodation.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
620,Portugal,2017,Tourist/visitor arrivals (thousands),TCE,,15432,"Include hotels, apartment hotels, “pousadas”, tourist apartments, tourist villages, camping sites, recreation centres, tourism in rural areas and local accommodation.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
620,Portugal,1995,Tourism expenditure (millions of US dollars),,,5646,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
620,Portugal,2005,Tourism expenditure (millions of US dollars),,,9042,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
620,Portugal,2010,Tourism expenditure (millions of US dollars),,,12985,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
620,Portugal,2015,Tourism expenditure (millions of US dollars),,,15823,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
620,Portugal,2016,Tourism expenditure (millions of US dollars),,,17184,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
620,Portugal,2017,Tourism expenditure (millions of US dollars),,,21099,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
630,Puerto Rico,1995,Tourist/visitor arrivals (thousands),TF,,3131,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
630,Puerto Rico,2005,Tourist/visitor arrivals (thousands),TF,,3686,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
630,Puerto Rico,2010,Tourist/visitor arrivals (thousands),TF,,3186,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
630,Puerto Rico,2015,Tourist/visitor arrivals (thousands),TF,,3542,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
630,Puerto Rico,2016,Tourist/visitor arrivals (thousands),TF,,3736,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
630,Puerto Rico,2017,Tourist/visitor arrivals (thousands),TF,,3797,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
630,Puerto Rico,1995,Tourism expenditure (millions of US dollars),,,1828,Data refer to fiscal years beginning 1 July.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
630,Puerto Rico,2005,Tourism expenditure (millions of US dollars),,,3239,Data refer to fiscal years beginning 1 July.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
630,Puerto Rico,2010,Tourism expenditure (millions of US dollars),,,3211,Data refer to fiscal years beginning 1 July.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
630,Puerto Rico,2015,Tourism expenditure (millions of US dollars),,,3825,Data refer to fiscal years beginning 1 July.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
630,Puerto Rico,2016,Tourism expenditure (millions of US dollars),,,3985,Data refer to fiscal years beginning 1 July.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
630,Puerto Rico,2017,Tourism expenditure (millions of US dollars),,,4090,Data refer to fiscal years beginning 1 July.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
634,Qatar,2010,Tourist/visitor arrivals (thousands),TF,,1700,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
634,Qatar,2015,Tourist/visitor arrivals (thousands),TF,,2941,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
634,Qatar,2016,Tourist/visitor arrivals (thousands),TF,,2938,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
634,Qatar,2017,Tourist/visitor arrivals (thousands),TF,,2257,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
634,Qatar,2015,Tourism expenditure (millions of US dollars),,,12131,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
634,Qatar,2016,Tourism expenditure (millions of US dollars),,,12593,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
634,Qatar,2017,Tourism expenditure (millions of US dollars),,,15757,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
410,Republic of Korea,1995,Tourist/visitor arrivals (thousands),VF,,3753,Including nationals residing abroad and crew members.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
410,Republic of Korea,2005,Tourist/visitor arrivals (thousands),VF,,6023,Including nationals residing abroad and crew members.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
410,Republic of Korea,2010,Tourist/visitor arrivals (thousands),VF,,8798,Including nationals residing abroad and crew members.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
410,Republic of Korea,2015,Tourist/visitor arrivals (thousands),VF,,13232,Including nationals residing abroad and crew members.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
410,Republic of Korea,2016,Tourist/visitor arrivals (thousands),VF,,17242,Including nationals residing abroad and crew members.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
410,Republic of Korea,2017,Tourist/visitor arrivals (thousands),VF,,13336,Including nationals residing abroad and crew members.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
410,Republic of Korea,1995,Tourism expenditure (millions of US dollars),,,6670,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
410,Republic of Korea,2005,Tourism expenditure (millions of US dollars),,,8290,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
410,Republic of Korea,2010,Tourism expenditure (millions of US dollars),,,14367,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
410,Republic of Korea,2015,Tourism expenditure (millions of US dollars),,,19055,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
410,Republic of Korea,2016,Tourism expenditure (millions of US dollars),,,21174,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
410,Republic of Korea,2017,Tourism expenditure (millions of US dollars),,,16999,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
498,Republic of Moldova,2005,Tourist/visitor arrivals (thousands),TCE,,67,Excluding the left side of the river Nistru and the municipality of Bender.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
498,Republic of Moldova,2010,Tourist/visitor arrivals (thousands),TCE,,64,Excluding the left side of the river Nistru and the municipality of Bender.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
498,Republic of Moldova,2015,Tourist/visitor arrivals (thousands),TCE,,94,Excluding the left side of the river Nistru and the municipality of Bender.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
498,Republic of Moldova,2016,Tourist/visitor arrivals (thousands),TCE,,121,Excluding the left side of the river Nistru and the municipality of Bender.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
498,Republic of Moldova,2017,Tourist/visitor arrivals (thousands),TCE,,145,Excluding the left side of the river Nistru and the municipality of Bender.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
498,Republic of Moldova,1995,Tourism expenditure (millions of US dollars),,,71,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
498,Republic of Moldova,2005,Tourism expenditure (millions of US dollars),,,138,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
498,Republic of Moldova,2010,Tourism expenditure (millions of US dollars),,,222,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
498,Republic of Moldova,2015,Tourism expenditure (millions of US dollars),,,300,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
498,Republic of Moldova,2016,Tourism expenditure (millions of US dollars),,,343,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
498,Republic of Moldova,2017,Tourism expenditure (millions of US dollars),,,439,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
638,Réunion,1995,Tourist/visitor arrivals (thousands),TF,,304,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
638,Réunion,2005,Tourist/visitor arrivals (thousands),TF,,409,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
638,Réunion,2010,Tourist/visitor arrivals (thousands),TF,,420,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
638,Réunion,2015,Tourist/visitor arrivals (thousands),TF,,426,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
638,Réunion,2016,Tourist/visitor arrivals (thousands),TF,,458,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
638,Réunion,2017,Tourist/visitor arrivals (thousands),TF,,508,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
638,Réunion,1995,Tourism expenditure (millions of US dollars),,,216,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
638,Réunion,2005,Tourism expenditure (millions of US dollars),,,384,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
638,Réunion,2010,Tourism expenditure (millions of US dollars),,,392,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
638,Réunion,2015,Tourism expenditure (millions of US dollars),,,339,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
638,Réunion,2016,Tourism expenditure (millions of US dollars),,,360,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
638,Réunion,2017,Tourism expenditure (millions of US dollars),,,401,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
642,Romania,1995,Tourist/visitor arrivals (thousands),VF,,5445,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
642,Romania,2005,Tourist/visitor arrivals (thousands),VF,,5839,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
642,Romania,2010,Tourist/visitor arrivals (thousands),VF,,7498,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
642,Romania,2015,Tourist/visitor arrivals (thousands),VF,,9331,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
642,Romania,2016,Tourist/visitor arrivals (thousands),VF,,10223,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
642,Romania,2017,Tourist/visitor arrivals (thousands),VF,,10926,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
642,Romania,1995,Tourism expenditure (millions of US dollars),,,689,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
642,Romania,2005,Tourism expenditure (millions of US dollars),,,1324,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
642,Romania,2010,Tourism expenditure (millions of US dollars),,,1631,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
642,Romania,2015,Tourism expenditure (millions of US dollars),,,2097,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
642,Romania,2016,Tourism expenditure (millions of US dollars),,,2172,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
642,Romania,2017,Tourism expenditure (millions of US dollars),,,2999,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
643,Russian Federation,1995,Tourist/visitor arrivals (thousands),VF,,10290,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
643,Russian Federation,2005,Tourist/visitor arrivals (thousands),VF,,22201,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
643,Russian Federation,2010,Tourist/visitor arrivals (thousands),VF,,22281,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
643,Russian Federation,2015,Tourist/visitor arrivals (thousands),VF,,33729,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
643,Russian Federation,2016,Tourist/visitor arrivals (thousands),VF,,24571,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
643,Russian Federation,2017,Tourist/visitor arrivals (thousands),VF,,24390,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
643,Russian Federation,2005,Tourism expenditure (millions of US dollars),,,7805,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
643,Russian Federation,2010,Tourism expenditure (millions of US dollars),,,13239,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
643,Russian Federation,2015,Tourism expenditure (millions of US dollars),,,13204,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
643,Russian Federation,2016,Tourism expenditure (millions of US dollars),,,12820,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
643,Russian Federation,2017,Tourism expenditure (millions of US dollars),,,14983,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
646,Rwanda,2010,Tourist/visitor arrivals (thousands),TF,,504,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
646,Rwanda,2015,Tourist/visitor arrivals (thousands),TF,,987,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
646,Rwanda,2016,Tourist/visitor arrivals (thousands),TF,,932,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
646,Rwanda,1995,Tourism expenditure (millions of US dollars),,,4,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
646,Rwanda,2005,Tourism expenditure (millions of US dollars),,,67,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
646,Rwanda,2010,Tourism expenditure (millions of US dollars),,,224,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
646,Rwanda,2015,Tourism expenditure (millions of US dollars),,,457,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
646,Rwanda,2016,Tourism expenditure (millions of US dollars),,,470,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
646,Rwanda,2017,Tourism expenditure (millions of US dollars),,,616,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
659,Saint Kitts and Nevis,1995,Tourist/visitor arrivals (thousands),TF,,79,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
659,Saint Kitts and Nevis,2005,Tourist/visitor arrivals (thousands),TF,,141,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
659,Saint Kitts and Nevis,2010,Tourist/visitor arrivals (thousands),TF,,98,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
659,Saint Kitts and Nevis,2015,Tourist/visitor arrivals (thousands),TF,,122,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
659,Saint Kitts and Nevis,1995,Tourism expenditure (millions of US dollars),,,63,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
659,Saint Kitts and Nevis,2005,Tourism expenditure (millions of US dollars),,,121,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
659,Saint Kitts and Nevis,2010,Tourism expenditure (millions of US dollars),,,90,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
659,Saint Kitts and Nevis,2015,Tourism expenditure (millions of US dollars),,,312,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
659,Saint Kitts and Nevis,2016,Tourism expenditure (millions of US dollars),,,327,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
659,Saint Kitts and Nevis,2017,Tourism expenditure (millions of US dollars),,,354,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
662,Saint Lucia,1995,Tourist/visitor arrivals (thousands),TF,,231,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
662,Saint Lucia,2005,Tourist/visitor arrivals (thousands),TF,,318,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
662,Saint Lucia,2010,Tourist/visitor arrivals (thousands),TF,,306,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
662,Saint Lucia,2015,Tourist/visitor arrivals (thousands),TF,,345,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
662,Saint Lucia,2016,Tourist/visitor arrivals (thousands),TF,,348,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
662,Saint Lucia,2017,Tourist/visitor arrivals (thousands),TF,,386,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
662,Saint Lucia,1995,Tourism expenditure (millions of US dollars),,,230,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
662,Saint Lucia,2005,Tourism expenditure (millions of US dollars),,,382,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
662,Saint Lucia,2010,Tourism expenditure (millions of US dollars),,,309,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
662,Saint Lucia,2015,Tourism expenditure (millions of US dollars),,,810,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
662,Saint Lucia,2016,Tourism expenditure (millions of US dollars),,,776,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
662,Saint Lucia,2017,Tourism expenditure (millions of US dollars),,,801,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
670,Saint Vincent & Grenadines,1995,Tourist/visitor arrivals (thousands),TF,,60,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
670,Saint Vincent & Grenadines,2005,Tourist/visitor arrivals (thousands),TF,,96,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
670,Saint Vincent & Grenadines,2010,Tourist/visitor arrivals (thousands),TF,,72,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
670,Saint Vincent & Grenadines,2015,Tourist/visitor arrivals (thousands),TF,,75,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
670,Saint Vincent & Grenadines,2016,Tourist/visitor arrivals (thousands),TF,,79,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
670,Saint Vincent & Grenadines,2017,Tourist/visitor arrivals (thousands),TF,,76,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
670,Saint Vincent & Grenadines,1995,Tourism expenditure (millions of US dollars),,,53,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
670,Saint Vincent & Grenadines,2005,Tourism expenditure (millions of US dollars),,,104,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
670,Saint Vincent & Grenadines,2010,Tourism expenditure (millions of US dollars),,,86,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
670,Saint Vincent & Grenadines,2015,Tourism expenditure (millions of US dollars),,,211,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
670,Saint Vincent & Grenadines,2016,Tourism expenditure (millions of US dollars),,,221,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
670,Saint Vincent & Grenadines,2017,Tourism expenditure (millions of US dollars),,,217,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
882,Samoa,1995,Tourist/visitor arrivals (thousands),TF,,68,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
882,Samoa,2005,Tourist/visitor arrivals (thousands),TF,,102,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
882,Samoa,2010,Tourist/visitor arrivals (thousands),TF,,122,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
882,Samoa,2015,Tourist/visitor arrivals (thousands),TF,,128,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
882,Samoa,2016,Tourist/visitor arrivals (thousands),TF,,134,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
882,Samoa,2017,Tourist/visitor arrivals (thousands),TF,,146,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
882,Samoa,1995,Tourism expenditure (millions of US dollars),,,36,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
882,Samoa,2005,Tourism expenditure (millions of US dollars),,,74,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
882,Samoa,2010,Tourism expenditure (millions of US dollars),,,124,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
882,Samoa,2015,Tourism expenditure (millions of US dollars),,,142,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
882,Samoa,2016,Tourism expenditure (millions of US dollars),,,149,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
882,Samoa,2017,Tourism expenditure (millions of US dollars),,,169,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
674,San Marino,1995,Tourist/visitor arrivals (thousands),THS,,28,Including Italian tourists.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
674,San Marino,2005,Tourist/visitor arrivals (thousands),THS,,50,Including Italian tourists.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
674,San Marino,2010,Tourist/visitor arrivals (thousands),THS,,120,Including Italian tourists.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
674,San Marino,2015,Tourist/visitor arrivals (thousands),THS,,54,Including Italian tourists.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
674,San Marino,2016,Tourist/visitor arrivals (thousands),THS,,60,Including Italian tourists.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
674,San Marino,2017,Tourist/visitor arrivals (thousands),THS,,78,Including Italian tourists.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
678,Sao Tome and Principe,1995,Tourist/visitor arrivals (thousands),TF,,6,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
678,Sao Tome and Principe,2005,Tourist/visitor arrivals (thousands),TF,,16,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
678,Sao Tome and Principe,2010,Tourist/visitor arrivals (thousands),TF,,8,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
678,Sao Tome and Principe,2015,Tourist/visitor arrivals (thousands),TF,,26,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
678,Sao Tome and Principe,2016,Tourist/visitor arrivals (thousands),TF,,29,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
678,Sao Tome and Principe,2015,Tourism expenditure (millions of US dollars),,,63,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
678,Sao Tome and Principe,2016,Tourism expenditure (millions of US dollars),,,69,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
678,Sao Tome and Principe,2017,Tourism expenditure (millions of US dollars),,,66,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
682,Saudi Arabia,1995,Tourist/visitor arrivals (thousands),TF,,3325,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
682,Saudi Arabia,2005,Tourist/visitor arrivals (thousands),TF,,8037,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
682,Saudi Arabia,2010,Tourist/visitor arrivals (thousands),TF,,10850,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
682,Saudi Arabia,2015,Tourist/visitor arrivals (thousands),TF,,17994,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
682,Saudi Arabia,2016,Tourist/visitor arrivals (thousands),TF,,18044,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
