Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
208,Denmark,2010,Tourism expenditure (millions of US dollars),,,5704,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
208,Denmark,2015,Tourism expenditure (millions of US dollars),,,6685,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
208,Denmark,2016,Tourism expenditure (millions of US dollars),,,7046,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
208,Denmark,2017,Tourism expenditure (millions of US dollars),,,7969,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
262,Djibouti,1995,Tourist/visitor arrivals (thousands),THS,,21,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
262,Djibouti,2005,Tourist/visitor arrivals (thousands),THS,,30,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
262,Djibouti,2010,Tourist/visitor arrivals (thousands),THS,,51,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
262,Djibouti,1995,Tourism expenditure (millions of US dollars),,,5,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
262,Djibouti,2005,Tourism expenditure (millions of US dollars),,,7,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
262,Djibouti,2010,Tourism expenditure (millions of US dollars),,,18,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
262,Djibouti,2015,Tourism expenditure (millions of US dollars),,,31,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
262,Djibouti,2016,Tourism expenditure (millions of US dollars),,,34,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
262,Djibouti,2017,Tourism expenditure (millions of US dollars),,,35,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
212,Dominica,1995,Tourist/visitor arrivals (thousands),TF,,60,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
212,Dominica,2005,Tourist/visitor arrivals (thousands),TF,,79,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
212,Dominica,2010,Tourist/visitor arrivals (thousands),TF,,77,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
212,Dominica,2015,Tourist/visitor arrivals (thousands),TF,,75,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
212,Dominica,2016,Tourist/visitor arrivals (thousands),TF,,78,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
212,Dominica,2017,Tourist/visitor arrivals (thousands),TF,,72,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
212,Dominica,1995,Tourism expenditure (millions of US dollars),,,42,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
212,Dominica,2005,Tourism expenditure (millions of US dollars),,,57,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
212,Dominica,2010,Tourism expenditure (millions of US dollars),,,94,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
212,Dominica,2015,Tourism expenditure (millions of US dollars),,,202,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
212,Dominica,2016,Tourism expenditure (millions of US dollars),,,198,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
212,Dominica,2017,Tourism expenditure (millions of US dollars),,,182,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
214,Dominican Republic,1995,Tourist/visitor arrivals (thousands),TF,,1776,Including nationals residing abroad.;Arrivals by air.;Excluding the passengers at Herrera airport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
214,Dominican Republic,2005,Tourist/visitor arrivals (thousands),TF,,3691,Including nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
214,Dominican Republic,2010,Tourist/visitor arrivals (thousands),TF,,4125,Including nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
214,Dominican Republic,2015,Tourist/visitor arrivals (thousands),TF,,5600,Including nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
214,Dominican Republic,2016,Tourist/visitor arrivals (thousands),TF,,5959,Including nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
214,Dominican Republic,2017,Tourist/visitor arrivals (thousands),TF,,6188,Including nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
214,Dominican Republic,1995,Tourism expenditure (millions of US dollars),,,1571,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
214,Dominican Republic,2005,Tourism expenditure (millions of US dollars),,,3518,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
214,Dominican Republic,2010,Tourism expenditure (millions of US dollars),,,4162,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
214,Dominican Republic,2015,Tourism expenditure (millions of US dollars),,,6116,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
214,Dominican Republic,2016,Tourism expenditure (millions of US dollars),,,6720,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
214,Dominican Republic,2017,Tourism expenditure (millions of US dollars),,,7178,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
218,Ecuador,1995,Tourist/visitor arrivals (thousands),VF,,440,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
218,Ecuador,2005,Tourist/visitor arrivals (thousands),VF,,860,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
218,Ecuador,2010,Tourist/visitor arrivals (thousands),VF,,1047,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
218,Ecuador,2015,Tourist/visitor arrivals (thousands),VF,,1544,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
218,Ecuador,2016,Tourist/visitor arrivals (thousands),VF,,1418,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
218,Ecuador,2017,Tourist/visitor arrivals (thousands),VF,,1608,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
218,Ecuador,1995,Tourism expenditure (millions of US dollars),,,315,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
218,Ecuador,2005,Tourism expenditure (millions of US dollars),,,488,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
218,Ecuador,2010,Tourism expenditure (millions of US dollars),,,786,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
218,Ecuador,2015,Tourism expenditure (millions of US dollars),,,1557,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
218,Ecuador,2016,Tourism expenditure (millions of US dollars),,,1450,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
218,Ecuador,2017,Tourism expenditure (millions of US dollars),,,1663,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
818,Egypt,1995,Tourist/visitor arrivals (thousands),TF,,2871,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
818,Egypt,2005,Tourist/visitor arrivals (thousands),TF,,8244,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
818,Egypt,2010,Tourist/visitor arrivals (thousands),TF,,14051,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
818,Egypt,2015,Tourist/visitor arrivals (thousands),TF,,9139,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
818,Egypt,2016,Tourist/visitor arrivals (thousands),TF,,5258,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
818,Egypt,2017,Tourist/visitor arrivals (thousands),TF,,8157,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
818,Egypt,1995,Tourism expenditure (millions of US dollars),,,2954,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
818,Egypt,2005,Tourism expenditure (millions of US dollars),,,7206,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
818,Egypt,2010,Tourism expenditure (millions of US dollars),,,13633,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
818,Egypt,2015,Tourism expenditure (millions of US dollars),,,6897,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
818,Egypt,2016,Tourism expenditure (millions of US dollars),,,3306,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
818,Egypt,2017,Tourism expenditure (millions of US dollars),,,8636,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
222,El Salvador,1995,Tourist/visitor arrivals (thousands),TF,,235,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
222,El Salvador,2005,Tourist/visitor arrivals (thousands),TF,,1127,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
222,El Salvador,2010,Tourist/visitor arrivals (thousands),TF,,1150,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
222,El Salvador,2015,Tourist/visitor arrivals (thousands),TF,,1402,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
222,El Salvador,2016,Tourist/visitor arrivals (thousands),TF,,1434,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
222,El Salvador,2017,Tourist/visitor arrivals (thousands),TF,,1556,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
222,El Salvador,1995,Tourism expenditure (millions of US dollars),,,152,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
222,El Salvador,2005,Tourism expenditure (millions of US dollars),,,656,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
222,El Salvador,2010,Tourism expenditure (millions of US dollars),,,646,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
222,El Salvador,2015,Tourism expenditure (millions of US dollars),,,1203,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
222,El Salvador,2016,Tourism expenditure (millions of US dollars),,,1161,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
222,El Salvador,2017,Tourism expenditure (millions of US dollars),,,1227,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
226,Equatorial Guinea,1995,Tourism expenditure (millions of US dollars),,,1,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
232,Eritrea,1995,Tourist/visitor arrivals (thousands),VF,,315,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
232,Eritrea,2005,Tourist/visitor arrivals (thousands),VF,,83,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
232,Eritrea,2010,Tourist/visitor arrivals (thousands),VF,,84,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
232,Eritrea,2015,Tourist/visitor arrivals (thousands),VF,,114,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
232,Eritrea,2016,Tourist/visitor arrivals (thousands),VF,,142,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
232,Eritrea,1995,Tourism expenditure (millions of US dollars),,,58,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
232,Eritrea,2005,Tourism expenditure (millions of US dollars),,,66,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
232,Eritrea,2016,Tourism expenditure (millions of US dollars),,,48,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
233,Estonia,1995,Tourist/visitor arrivals (thousands),TF,,530,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
233,Estonia,2005,Tourist/visitor arrivals (thousands),TF,,1917,"Border statistics are not collected any more, surveys used instead.;Calculated on the basis of accommodation statistics and “Foreign Visitor Survey” carried out by the Statistical Office of Estonia.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
233,Estonia,2010,Tourist/visitor arrivals (thousands),TF,,2511,"Border statistics are not collected any more, surveys used instead.;Based on mobile positioning data.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
233,Estonia,2015,Tourist/visitor arrivals (thousands),TF,,2961,"Border statistics are not collected any more, surveys used instead.;Based on mobile positioning data.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
233,Estonia,2016,Tourist/visitor arrivals (thousands),TF,,3131,"Border statistics are not collected any more, surveys used instead.;Based on mobile positioning data.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
233,Estonia,2017,Tourist/visitor arrivals (thousands),TF,,3245,"Border statistics are not collected any more, surveys used instead.;Based on mobile positioning data.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
233,Estonia,1995,Tourism expenditure (millions of US dollars),,,452,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
233,Estonia,2005,Tourism expenditure (millions of US dollars),,,1229,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
233,Estonia,2015,Tourism expenditure (millions of US dollars),,,1885,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
233,Estonia,2016,Tourism expenditure (millions of US dollars),,,1942,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
233,Estonia,2017,Tourism expenditure (millions of US dollars),,,2144,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
231,Ethiopia,1995,Tourist/visitor arrivals (thousands),TF,,103,Arrivals to Bole airport only.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
231,Ethiopia,2005,Tourist/visitor arrivals (thousands),TF,,227,Including nationals residing abroad.;Arrivals through all ports of entry.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
231,Ethiopia,2010,Tourist/visitor arrivals (thousands),TF,,468,Including nationals residing abroad.;Arrivals through all ports of entry.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
231,Ethiopia,2015,Tourist/visitor arrivals (thousands),TF,,864,Including nationals residing abroad.;Arrivals through all ports of entry.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
231,Ethiopia,2016,Tourist/visitor arrivals (thousands),TF,,871,Including nationals residing abroad.;Arrivals through all ports of entry.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
231,Ethiopia,2017,Tourist/visitor arrivals (thousands),TF,,933,Including nationals residing abroad.;Arrivals through all ports of entry.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
231,Ethiopia,1995,Tourism expenditure (millions of US dollars),,,177,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
231,Ethiopia,2005,Tourism expenditure (millions of US dollars),,,533,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
231,Ethiopia,2010,Tourism expenditure (millions of US dollars),,,1434,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
231,Ethiopia,2015,Tourism expenditure (millions of US dollars),,,2279,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
231,Ethiopia,2016,Tourism expenditure (millions of US dollars),,,2138,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
231,Ethiopia,2017,Tourism expenditure (millions of US dollars),,,2503,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
242,Fiji,1995,Tourist/visitor arrivals (thousands),TF,,318,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
242,Fiji,2005,Tourist/visitor arrivals (thousands),TF,,545,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
242,Fiji,2010,Tourist/visitor arrivals (thousands),TF,,632,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
242,Fiji,2015,Tourist/visitor arrivals (thousands),TF,,755,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
242,Fiji,2016,Tourist/visitor arrivals (thousands),TF,,792,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
242,Fiji,2017,Tourist/visitor arrivals (thousands),TF,,843,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
242,Fiji,1995,Tourism expenditure (millions of US dollars),,,369,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
242,Fiji,2005,Tourism expenditure (millions of US dollars),,,722,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
242,Fiji,2010,Tourism expenditure (millions of US dollars),,,825,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
242,Fiji,2015,Tourism expenditure (millions of US dollars),,,1038,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
242,Fiji,2016,Tourism expenditure (millions of US dollars),,,1049,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
242,Fiji,2017,Tourism expenditure (millions of US dollars),,,1188,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
246,Finland,1995,Tourist/visitor arrivals (thousands),TCE,,1779,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
246,Finland,2005,Tourist/visitor arrivals (thousands),TCE,,2080,Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
246,Finland,2010,Tourist/visitor arrivals (thousands),TCE,,2319,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
246,Finland,2015,Tourist/visitor arrivals (thousands),TCE,,2622,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
246,Finland,2016,Tourist/visitor arrivals (thousands),TCE,,2789,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
246,Finland,2017,Tourist/visitor arrivals (thousands),TCE,,3180,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
246,Finland,1995,Tourism expenditure (millions of US dollars),,,2383,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
246,Finland,2005,Tourism expenditure (millions of US dollars),,,3069,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
246,Finland,2010,Tourism expenditure (millions of US dollars),,,4497,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
246,Finland,2015,Tourism expenditure (millions of US dollars),,,4009,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
246,Finland,2016,Tourism expenditure (millions of US dollars),,,4009,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
246,Finland,2017,Tourism expenditure (millions of US dollars),,,5204,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
250,France,1995,Tourist/visitor arrivals (thousands),TF,,60033,Estimated based on surveys at national borders.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
250,France,2005,Tourist/visitor arrivals (thousands),TF,,74988,Arrivals of non-resident visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
250,France,2010,Tourist/visitor arrivals (thousands),TF,,76647,Arrivals of non-resident visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
250,France,2015,Tourist/visitor arrivals (thousands),TF,,84452,Arrivals of non-resident visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
250,France,2016,Tourist/visitor arrivals (thousands),TF,,82682,Estimate.;Arrivals of non-resident visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
250,France,2017,Tourist/visitor arrivals (thousands),TF,,86861,Arrivals of non-resident visitors.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
250,France,1995,Tourism expenditure (millions of US dollars),,,31295,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
250,France,2005,Tourism expenditure (millions of US dollars),,,52139,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
250,France,2010,Tourism expenditure (millions of US dollars),,,56187,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
250,France,2015,Tourism expenditure (millions of US dollars),,,66419,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
250,France,2016,Tourism expenditure (millions of US dollars),,,62965,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
250,France,2017,Tourism expenditure (millions of US dollars),,,69894,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
254,French Guiana,2005,Tourist/visitor arrivals (thousands),TF,,95,Survey at Cayenne-Rochambeau airport on departure.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
254,French Guiana,2010,Tourist/visitor arrivals (thousands),TF,,189,Survey at Cayenne-Rochambeau airport on departure.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
254,French Guiana,2015,Tourist/visitor arrivals (thousands),TF,,199,Survey at Cayenne-Rochambeau airport on departure.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
254,French Guiana,2016,Tourist/visitor arrivals (thousands),TF,,223,Survey at Cayenne-Rochambeau airport on departure.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
254,French Guiana,2017,Tourist/visitor arrivals (thousands),TF,,224,Survey at Cayenne-Rochambeau airport on departure.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
254,French Guiana,2005,Tourism expenditure (millions of US dollars),,,44,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
258,French Polynesia,1995,Tourist/visitor arrivals (thousands),TF,,172,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
258,French Polynesia,2005,Tourist/visitor arrivals (thousands),TF,,208,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
258,French Polynesia,2010,Tourist/visitor arrivals (thousands),TF,,154,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
258,French Polynesia,2015,Tourist/visitor arrivals (thousands),TF,,184,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
258,French Polynesia,2016,Tourist/visitor arrivals (thousands),TF,,192,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
258,French Polynesia,2017,Tourist/visitor arrivals (thousands),TF,,199,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
258,French Polynesia,1995,Tourism expenditure (millions of US dollars),,,326,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
258,French Polynesia,2005,Tourism expenditure (millions of US dollars),,,759,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
258,French Polynesia,2010,Tourism expenditure (millions of US dollars),,,630,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
258,French Polynesia,2015,Tourism expenditure (millions of US dollars),,,758,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
258,French Polynesia,2016,Tourism expenditure (millions of US dollars),,,782,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
266,Gabon,1995,Tourist/visitor arrivals (thousands),TF,,125,Arrivals of non-resident tourists at Libreville airport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
266,Gabon,2005,Tourist/visitor arrivals (thousands),TF,,269,Arrivals of non-resident tourists at Libreville airport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
266,Gabon,1995,Tourism expenditure (millions of US dollars),,,94,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
266,Gabon,2005,Tourism expenditure (millions of US dollars),,,13,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019."
